Time,NodeID,Population,VectorPopulation,STATE_INFECTIOUS,STATE_INFECTED,STATE_ADULT,STATE_MALE,STATE_IMMATURE,STATE_LARVA,STATE_EGG,NewEggsCount,IndoorBitesCount,IndoorBitesCount-Infectious,OutdoorBitesCount,OutdoorBitesCount-Infectious,NewAdults,UnmatedAdults,DiedBeforeFeeding,DiedDuringFeedingIndoor,DiedDuringFeedingOutdoor,MigrationFromCountLocal,MigrationFromCountRegional,SillySkeeter_AvailableHabitat,SillySkeeter_EggCrowdingCorrection,NumInfectousBitesGiven,NumInfectousBitesReceived,InfectiousBitesGivenMinusReceived,NumVectorsNone,NumVectorsOnlyOocysts,NumVectorsOnlySporozoites,NumVectorsBothOocystsSporozoites,NumBitesAdults,NumBitesInfected,NumBitesInfectious,NumParasiteCohortsOocysts,NumParasiteCohortsSporozoites,NumOocysts,NumSporozoites,NumInfectiousToAdult,NumInfectiousToInfected,*AAAAAAAAAAAAAAAAAAAAAAT,OtherBarcodes
365,340461476,1000,7707,542,4591,2574,10477,10398,249036,309360,154680,2598,161,0,0,985,0,760,250,0,0,0,26332.8,0.0852346,161,161,0,2574,4591,15,527,1313,1124,161,16134,5411,30697,28703163,0,0,579,693
366,340461476,1000,7780,556,4607,2617,10549,10264,249053,311360,155680,2549,166,0,0,1071,0,726,272,0,0,0,26315.8,0.0851201,166,166,0,2617,4607,12,544,1257,1126,166,16095,5378,30785,29341863,0,0,588,701
367,340461476,1000,7704,540,4647,2517,10468,10223,248751,321880,160940,2676,155,0,0,969,0,788,257,0,0,0,26617.8,0.0845187,155,155,0,2517,4647,16,524,1324,1197,155,16376,5212,31418,28719030,0,0,566,685
368,340461476,1000,7745,533,4684,2528,10406,10159,248954,315240,157620,2557,165,0,0,1036,0,733,262,0,0,0,26414.8,0.0826946,165,165,0,2528,4684,18,515,1230,1162,165,16699,5038,31920,28311989,0,0,569,687
369,340461476,1000,7696,529,4692,2475,10401,10249,248672,307560,153780,2586,152,0,0,994,0,750,293,0,0,0,26696.8,0.0837925,152,152,0,2475,4692,13,516,1283,1151,152,16925,4778,32124,27648510,0,0,555,684
370,340461476,1000,7731,538,4744,2449,10366,10139,248906,325600,162800,2659,155,0,0,993,0,711,247,0,0,0,26462.8,0.0868018,155,155,0,2449,4744,16,522,1283,1221,155,17428,4699,33034,27306102,0,0,555,681
371,340461476,1000,7777,532,4781,2464,10350,10118,248853,309360,154680,2587,159,0,0,1026,0,694,286,0,0,0,26515.8,0.0812738,159,159,0,2464,4781,15,517,1254,1174,159,17463,4665,33049,27199544,0,0,541,675
372,340461476,1000,7781,531,4809,2441,10381,10131,248458,316080,158040,2628,146,0,0,947,0,712,231,0,0,0,26910.8,0.0857116,146,146,0,2441,4809,8,523,1257,1225,146,17843,4562,33615,26774729,0,0,534,675
373,340461476,1000,7763,530,4777,2456,10350,10124,248730,327120,163560,2648,170,0,0,1016,0,727,307,0,0,0,26638.8,0.085139,170,170,0,2456,4777,7,523,1223,1255,170,17926,4326,33762,26349753,0,0,537,657
374,340461476,1000,7710,525,4811,2374,10372,10189,248722,309560,154780,2582,148,0,0,934,0,735,252,0,0,0,26646.8,0.0814342,148,148,0,2374,4811,9,516,1231,1203,148,18177,4219,33989,25998834,0,0,529,641
375,340461476,1000,7670,510,4776,2384,10367,10090,248860,321480,160740,2543,159,0,0,1002,0,747,295,0,0,0,26508.8,0.0860794,159,159,0,2384,4776,10,500,1172,1212,159,18046,4058,33772,25127922,0,0,515,615
376,340461476,1000,7644,547,4790,2307,10401,10191,248925,319360,159680,2629,157,0,0,957,0,714,269,0,0,0,26443.8,0.0824585,157,157,0,2307,4790,11,536,1227,1245,157,18166,4371,33821,27564826,0,0,558,651
377,340461476,1000,7575,562,4715,2298,10444,10148,248579,306600,153300,2510,158,0,0,968,0,749,288,0,0,0,26789.8,0.0828023,158,158,0,2298,4715,9,553,1167,1185,158,18030,4561,33649,28856772,0,0,575,662
378,340461476,1000,7537,550,4686,2301,10417,10322,248617,306280,153140,2503,170,0,0,968,0,732,274,0,0,0,26751.8,0.0873769,170,170,0,2301,4686,11,539,1170,1163,170,18070,4518,33440,28647669,0,0,560,646
379,340461476,1000,7464,566,4659,2239,10381,10280,249043,325120,162560,2641,187,0,0,914,0,708,279,0,0,0,26325.8,0.0873441,187,187,0,2239,4659,11,555,1182,1272,187,18254,4589,33563,29299965,0,0,586,656
380,340461476,1000,7525,570,4613,2342,10409,10207,248787,300320,150160,2466,156,0,0,1023,0,710,252,0,0,0,26581.8,0.0809724,156,156,0,2342,4613,7,563,1133,1177,156,18068,4750,33438,30210360,0,0,614,670
381,340461476,1000,7551,565,4667,2319,10441,10309,248626,305000,152500,2566,167,0,0,973,0,703,244,0,0,0,26742.8,0.0885114,167,167,0,2319,4667,7,558,1239,1160,167,18271,4701,33629,30207229,0,0,610,661
382,340461476,1000,7586,560,4678,2348,10457,10332,248819,320360,160180,2604,183,0,0,1023,0,717,271,0,0,0,26549.8,0.0876811,183,183,0,2348,4678,8,552,1193,1228,183,18358,4632,33752,29805845,0,0,606,660
383,340461476,1000,7587,563,4736,2288,10525,10265,249123,297040,148520,2517,166,0,0,947,0,690,256,0,0,0,26245.8,0.0828747,166,166,0,2288,4736,9,554,1190,1161,166,18687,4590,34369,29722499,0,0,607,650
384,340461476,1000,7628,566,4773,2289,10514,10173,248943,309880,154940,2528,173,0,0,992,0,707,244,0,0,0,26425.8,0.0883576,173,173,0,2289,4773,9,557,1185,1170,173,18804,4804,34361,30638881,0,0,633,685
385,340461476,1000,7624,557,4807,2260,10582,10154,248719,317800,158900,2628,175,0,0,1002,0,740,266,0,0,0,26649.8,0.0852774,175,175,0,2260,4807,8,549,1198,1255,175,18797,4866,34351,30863364,0,0,641,667
386,340461476,1000,7581,579,4711,2291,10535,10031,248824,303040,151520,2540,166,0,0,985,0,748,280,0,0,0,26544.8,0.083857,166,166,0,2291,4711,12,567,1174,1200,166,18583,4975,33889,31759752,0,0,669,677
387,340461476,1000,7560,581,4762,2217,10403,10145,248905,305440,152720,2529,158,0,0,955,0,734,242,0,0,0,26463.8,0.0875949,158,158,0,2217,4762,7,574,1201,1170,158,18831,5002,34238,31550573,0,0,677,683
388,340461476,1000,7577,580,4766,2231,10305,10287,249025,312160,156080,2554,194,0,0,970,0,714,239,0,0,0,26343.8,0.0866414,194,194,0,2231,4766,7,573,1118,1242,194,19050,5127,34673,32189469,0,0,687,678
389,340461476,1000,7604,585,4717,2302,10275,10243,248731,305200,152600,2514,159,0,0,1029,0,748,254,0,0,0,26637.8,0.0843918,159,159,0,2302,4717,8,577,1187,1168,159,18828,5254,34224,33186968,0,0,707,687
390,340461476,1000,7577,577,4711,2289,10247,10207,248851,310680,155340,2618,169,0,0,974,0,709,292,0,0,0,26517.8,0.0872797,169,169,0,2289,4711,9,568,1182,1267,169,18814,5183,34143,32533681,0,0,700,681
391,340461476,1000,7541,578,4670,2293,10327,10235,248884,304080,152040,2530,184,0,0,966,0,730,272,0,0,0,26484.8,0.0853539,184,184,0,2293,4670,7,571,1158,1188,184,18635,5245,33971,32591392,0,0,697,696
392,340461476,1000,7623,579,4716,2328,10355,10169,248547,311920,155960,2555,169,0,0,1023,0,698,243,0,0,0,26821.8,0.087098,169,169,0,2328,4716,5,574,1196,1190,169,18809,5414,34259,33734842,0,0,703,688
393,340461476,1000,7613,603,4675,2335,10353,10262,249161,311560,155780,2610,180,0,0,986,0,721,275,0,0,0,26207.8,0.0859892,180,180,0,2335,4675,4,599,1232,1198,180,18656,5500,34201,33788415,0,0,713,724
394,340461476,1000,7569,593,4623,2353,10339,10292,248831,301800,150900,2529,172,0,0,957,0,722,279,0,0,0,26537.8,0.0841178,172,172,0,2353,4623,5,588,1165,1192,172,18424,5463,33746,33319604,0,0,715,716
395,340461476,1000,7588,592,4577,2419,10317,10307,248508,312120,156060,2556,188,0,0,1003,0,704,280,0,0,0,26860.8,0.0879316,188,188,0,2419,4577,5,587,1184,1184,188,18267,5584,33706,33607038,0,0,722,748
396,340461476,1000,7619,586,4605,2428,10274,10192,248846,316280,158140,2590,173,0,0,1024,0,727,266,0,0,0,26522.8,0.086059,173,173,0,2428,4605,8,578,1235,1182,173,18103,5575,33566,34021650,0,0,704,747
397,340461476,1000,7602,582,4601,2419,10270,10120,249176,301280,150640,2538,181,0,0,990,0,736,271,0,0,0,26192.8,0.0838584,181,181,0,2419,4601,9,573,1211,1146,181,17887,5624,33233,34206242,0,0,690,751
398,340461476,1000,7601,583,4625,2393,10249,10063,248828,305240,152620,2524,174,0,0,974,0,723,252,0,0,0,26540.8,0.0869382,174,174,0,2393,4625,13,570,1230,1120,174,17762,5401,33201,33673043,0,0,652,729
399,340461476,1000,7575,600,4561,2414,10197,10117,248546,317520,158760,2588,171,0,0,986,0,728,284,0,0,0,26822.8,0.0869504,171,171,0,2414,4561,13,587,1210,1207,171,17470,5417,32662,33225479,0,0,655,748
400,340461476,1000,7598,593,4552,2453,10192,10215,248864,302880,151440,2527,187,0,0,982,0,725,234,0,0,0,26504.8,0.0844758,187,187,0,2453,4552,16,577,1215,1125,187,17225,5542,32365,33226468,0,0,648,746
401,340461476,1000,7550,600,4503,2447,10212,10234,248484,311680,155840,2560,174,0,0,904,0,705,247,0,0,0,26884.8,0.0875091,174,174,0,2447,4503,14,586,1228,1158,174,17002,5639,31856,33588736,0,0,648,759
402,340461476,1000,7579,592,4437,2550,10225,10279,248246,311280,155640,2468,157,0,0,964,0,682,253,0,0,0,27122.8,0.0862575,157,157,0,2550,4437,11,581,1139,1172,157,16757,5541,31563,33250578,0,0,654,750
403,340461476,1000,7598,606,4393,2599,10218,10219,249049,318560,159280,2566,191,0,0,1008,0,709,280,0,0,0,26319.8,0.087133,191,191,0,2599,4393,12,594,1229,1146,191,16506,5421,31219,32762847,0,0,642,747
404,340461476,1000,7604,613,4388,2603,10250,10303,248758,319560,159780,2583,171,0,0,976,0,718,252,0,0,0,26610.8,0.082621,171,171,0,2603,4388,12,601,1291,1121,171,16184,5190,30737,32102531,0,0,648,745
405,340461476,1000,7599,603,4390,2606,10318,10261,248903,305520,152760,2520,187,0,0,958,0,696,267,0,0,0,26465.8,0.0832731,187,187,0,2606,4390,8,595,1246,1087,187,16073,5156,30477,31455908,0,0,629,742
406,340461476,1000,7621,594,4346,2681,10321,10248,248412,309640,154820,2525,169,0,0,1008,0,718,268,0,0,0,26956.8,0.0866253,169,169,0,2681,4346,9,585,1239,1117,169,15675,5078,29937,31668972,0,0,632,729
407,340461476,1000,7568,591,4343,2634,10329,10259,248756,325160,162580,2631,178,0,0,937,0,738,252,0,0,0,26612.8,0.0870584,178,178,0,2634,4343,9,582,1293,1160,178,15505,5200,29904,32160715,0,0,630,754
408,340461476,1000,7665,591,4315,2759,10385,10148,248694,306040,153020,2483,190,0,0,1058,0,723,238,0,0,0,26674.8,0.0818451,190,190,0,2759,4315,11,580,1210,1083,190,15290,5092,29751,30993578,0,0,612,728
409,340461476,1000,7560,590,4266,2704,10335,10282,248673,309800,154900,2604,167,0,0,941,0,760,286,0,0,0,26695.8,0.087161,167,167,0,2704,4266,12,578,1335,1102,167,14839,4887,28933,30558088,0,0,589,697
410,340461476,1000,7539,598,4229,2712,10401,10257,248746,321800,160900,2560,176,0,0,989,0,746,264,0,0,0,26622.8,0.0861709,176,176,0,2712,4229,14,584,1264,1120,176,14761,4982,28762,30734984,0,0,609,706
411,340461476,1000,7572,591,4253,2728,10337,10210,248851,301320,150660,2488,199,0,0,995,0,712,250,0,0,0,26517.8,0.0827307,199,199,0,2728,4253,14,577,1260,1029,199,14688,5099,28779,31435067,0,0,601,717
412,340461476,1000,7584,580,4251,2753,10373,10230,248181,323600,161800,2605,162,0,0,995,0,714,269,0,0,0,27187.8,0.0880053,162,162,0,2753,4251,14,566,1332,1111,162,14500,5153,28680,31374715,0,0,586,714
413,340461476,1000,7568,578,4238,2752,10438,10263,248617,312960,156480,2546,167,0,0,962,0,747,231,0,0,0,26751.8,0.0840165,167,167,0,2752,4238,15,563,1296,1083,167,14353,5122,28306,30844314,0,0,578,716
414,340461476,1000,7550,570,4169,2811,10405,10238,249039,302120,151060,2431,193,0,0,1002,0,765,255,0,0,0,26329.8,0.0854798,193,193,0,2811,4169,14,556,1227,1011,193,14111,4958,27731,30619251,0,0,559,705
415,340461476,1000,7616,582,4207,2827,10291,10271,248456,322600,161300,2602,152,0,0,1008,0,683,259,0,0,0,26912.8,0.08715,152,152,0,2827,4207,19,563,1330,1120,152,14130,4992,27928,30804364,0,0,556,727
416,340461476,1000,7614,590,4186,2838,10310,10130,248722,318600,159300,2588,175,0,0,1000,0,735,267,0,0,0,26646.8,0.0834245,175,175,0,2838,4186,19,571,1345,1068,175,13993,5050,27674,30999283,0,0,580,735
417,340461476,1000,7619,561,4223,2835,10346,10022,248762,302080,151040,2495,181,0,0,985,0,719,261,0,0,0,26606.8,0.083637,181,181,0,2835,4223,21,540,1303,1011,181,13924,4861,27644,29367691,0,0,561,704
418,340461476,1000,7673,541,4279,2853,10329,10100,248624,322880,161440,2610,165,0,0,981,0,679,248,0,0,0,26744.8,0.0880785,165,165,0,2853,4279,20,521,1326,1119,165,14070,4680,28151,28539721,0,0,547,679
419,340461476,1000,7618,543,4270,2805,10329,10147,248934,323680,161840,2614,169,0,0,961,0,738,278,0,0,0,26434.8,0.0828319,169,169,0,2805,4270,29,514,1370,1075,169,13922,4626,27894,28766109,0,0,540,670
420,340461476,1000,7582,545,4232,2805,10275,10202,248922,307800,153900,2496,149,0,0,948,0,722,262,0,0,0,26446.8,0.0816694,149,149,0,2805,4232,28,517,1290,1057,149,13955,4643,28010,28789127,0,0,522,693
421,340461476,1000,7580,533,4241,2806,10281,10285,248738,315600,157800,2567,175,0,0,978,0,740,240,0,0,0,26630.8,0.0859219,175,175,0,2806,4241,22,511,1282,1110,175,13884,4465,28111,27796609,0,0,511,667
422,340461476,1000,7615,524,4238,2853,10409,10203,248890,316440,158220,2548,163,0,0,988,0,719,234,0,0,0,26478.8,0.0843813,163,163,0,2853,4238,19,505,1342,1043,163,13873,4322,27978,27281215,0,0,508,657
423,340461476,1000,7609,541,4249,2819,10451,10162,248676,311080,155540,2544,139,0,0,971,0,692,285,0,0,0,26692.8,0.083677,139,139,0,2819,4249,19,522,1330,1075,139,13899,4517,28169,29050493,0,0,520,674
424,340461476,1000,7601,518,4255,2828,10418,10163,248541,318240,159120,2550,180,0,0,1001,0,749,260,0,0,0,26827.8,0.0858067,180,180,0,2828,4255,16,502,1308,1062,180,13773,4228,27858,27396483,0,0,493,644
425,340461476,1000,7628,500,4331,2797,10418,10193,248551,319440,159720,2615,155,0,0,1001,0,700,274,0,0,0,26817.8,0.0843004,155,155,0,2797,4331,16,484,1372,1088,155,13957,4051,28176,26415224,0,0,474,640
426,340461476,1000,7605,510,4272,2823,10427,10250,248202,308200,154100,2500,129,0,0,997,0,760,260,0,0,0,27166.8,0.0839524,129,129,0,2823,4272,19,491,1291,1080,129,13875,3988,28008,26319936,0,0,476,648
427,340461476,1000,7577,508,4252,2817,10409,10176,248964,311240,155620,2562,157,0,0,961,0,716,273,0,0,0,26404.8,0.0881465,157,157,0,2817,4252,20,488,1329,1076,157,13800,3915,27640,25540792,0,0,459,619
428,340461476,1000,7603,506,4208,2889,10387,10151,248860,320080,160040,2565,153,0,0,992,0,712,254,0,0,0,26508.8,0.0848373,153,153,0,2889,4208,20,486,1285,1127,153,13899,3911,27751,26219631,0,0,474,606
429,340461476,1000,7644,503,4187,2954,10378,10185,248834,316560,158280,2591,154,0,0,1025,0,703,281,0,0,0,26534.8,0.0828191,154,154,0,2954,4187,19,484,1362,1075,154,13808,3932,27424,26557929,0,0,485,604
430,340461476,1000,7627,502,4190,2935,10392,10121,248740,310400,155200,2569,148,0,0,977,0,764,230,0,0,0,26628.8,0.0838222,148,148,0,2935,4190,19,483,1376,1045,148,13874,3983,27488,26369447,0,0,503,600
431,340461476,1000,7599,502,4142,2955,10332,10168,248802,312360,156180,2543,145,0,0,959,0,725,262,0,0,0,26566.8,0.0857885,145,145,0,2955,4142,21,481,1340,1058,145,13765,3869,27075,26649766,0,0,482,597
432,340461476,1000,7621,510,4143,2968,10226,10219,248891,316160,158080,2542,147,0,0,985,0,714,249,0,0,0,26477.8,0.0850517,147,147,0,2968,4143,25,485,1336,1059,147,13846,3805,27220,26443921,0,0,480,603
433,340461476,1000,7656,503,4130,3023,10304,10126,248649,319400,159700,2594,163,0,0,1041,0,734,272,0,0,0,26719.8,0.0837479,163,163,0,3023,4130,27,476,1366,1065,163,13732,3821,27029,25561623,0,0,463,594
434,340461476,1000,7607,513,4139,2955,10304,10095,248514,314680,157340,2596,142,0,0,976,0,737,288,0,0,0,26854.8,0.0836561,142,142,0,2955,4139,31,482,1424,1030,142,13672,3815,27106,26053059,0,0,467,604
435,340461476,1000,7586,523,4111,2952,10347,10086,248870,309960,154980,2516,147,0,0,978,0,734,265,0,0,0,26498.8,0.0853399,147,147,0,2952,4111,30,493,1332,1037,147,13610,3842,27100,26699398,0,0,489,610
436,340461476,1000,7584,527,4140,2917,10383,10175,248758,319520,159760,2553,168,0,0,951,0,708,245,0,0,0,26610.8,0.0854909,168,168,0,2917,4140,27,500,1348,1037,168,13538,3889,26878,27084487,0,0,502,615
437,340461476,1000,7595,504,4155,2936,10302,10200,248975,313200,156600,2506,144,0,0,1012,0,741,260,0,0,0,26393.8,0.0832835,144,144,0,2936,4155,29,475,1304,1058,144,13461,3746,26693,26502804,0,0,499,587
438,340461476,1000,7609,492,4217,2900,10282,10313,248230,312800,156400,2586,166,0,0,972,0,700,258,0,0,0,27138.8,0.0842712,166,166,0,2900,4217,28,464,1388,1032,166,13466,3510,26823,25499858,0,0,492,567
439,340461476,1000,7667,475,4197,2995,10262,10332,248928,312800,156400,2543,147,0,0,1054,0,755,241,0,0,0,26440.8,0.0867607,147,147,0,2995,4197,18,457,1296,1100,147,13548,3455,26830,24338053,0,0,475,557
440,340461476,1000,7591,479,4201,2911,10339,10383,248719,309240,154620,2593,138,0,0,968,0,792,252,0,0,0,26649.8,0.0845293,138,138,0,2911,4201,25,454,1396,1059,138,13505,3481,26771,24094799,0,0,471,545
441,340461476,1000,7577,477,4204,2896,10363,10413,248330,310080,155040,2518,153,0,0,973,0,733,254,0,0,0,27038.8,0.0861782,153,153,0,2896,4204,25,452,1312,1053,153,13453,3370,26571,23945678,0,0,468,537
442,340461476,1000,7603,497,4218,2888,10383,10387,248396,312360,156180,2518,141,0,0,981,0,701,254,0,0,0,26972.8,0.0871993,141,141,0,2888,4218,27,470,1330,1047,141,13434,3550,26687,25251718,0,0,504,555
443,340461476,1000,7608,457,4213,2938,10414,10291,248576,321880,160940,2592,144,0,0,1034,0,744,285,0,0,0,26792.8,0.0863515,144,144,0,2938,4213,19,438,1340,1108,144,13242,3318,26337,22810260,0,0,485,503
444,340461476,1000,7585,455,4253,2877,10428,10077,248879,315080,157540,2640,143,0,0,986,0,717,292,0,0,0,26489.8,0.0832383,143,143,0,2877,4253,17,438,1395,1102,143,13325,3342,26641,23332022,0,0,491,513
445,340461476,1000,7603,475,4198,2930,10397,9911,248528,310720,155360,2512,134,0,0,983,0,689,276,0,0,0,26840.8,0.0840731,134,134,0,2930,4198,20,455,1315,1063,134,13204,3422,26302,24245538,0,0,499,523
446,340461476,1000,7580,471,4176,2933,10401,9971,248835,312600,156300,2563,135,0,0,976,0,734,265,0,0,0,26533.8,0.0863824,135,135,0,2933,4176,23,448,1357,1071,135,13131,3343,26315,23719430,0,0,482,522
447,340461476,1000,7612,464,4164,2984,10364,10023,248623,317480,158740,2566,142,0,0,1013,0,718,263,0,0,0,26745.8,0.0848808,142,142,0,2984,4164,23,441,1336,1088,142,13039,3284,26287,23096130,0,0,480,515
448,340461476,1000,7571,453,4167,2951,10275,10222,248812,312200,156100,2543,129,0,0,952,0,734,259,0,0,0,26556.8,0.0842439,129,129,0,2951,4167,28,425,1398,1016,129,12865,3190,25943,22368924,0,0,476,512
449,340461476,1000,7570,455,4162,2953,10190,10395,248680,309440,154720,2513,133,0,0,955,0,715,241,0,0,0,26688.8,0.0850633,133,133,0,2953,4162,22,433,1323,1057,133,12980,3218,26260,22741208,0,0,461,500
450,340461476,1000,7530,462,4100,2968,10122,10359,248826,317360,158680,2545,142,0,0,973,0,738,275,0,0,0,26542.8,0.0862485,142,142,0,2968,4100,24,438,1322,1081,142,12784,3199,25971,23031233,0,0,460,506
451,340461476,1000,7522,459,4064,2999,10119,10275,248746,314840,157420,2510,129,0,0,1007,0,750,265,0,0,0,26622.8,0.0836361,129,129,0,2999,4064,22,437,1348,1033,129,12560,3141,25752,22944195,0,0,442,510
452,340461476,1000,7514,475,4039,3000,10246,10071,248604,307640,153820,2512,149,0,0,993,0,746,255,0,0,0,26764.8,0.0845596,149,149,0,3000,4039,20,455,1334,1029,149,12543,3198,25750,23012731,0,0,459,518
453,340461476,1000,7493,475,3991,3027,10221,9992,248634,308440,154220,2524,142,0,0,1012,0,767,266,0,0,0,26734.8,0.0870002,142,142,0,3027,3991,22,453,1343,1039,142,12358,3219,25291,23013991,0,0,460,530
454,340461476,1000,7551,480,4003,3068,10200,10078,248467,306720,153360,2537,140,0,0,1026,0,696,272,0,0,0,26901.8,0.0866773,140,140,0,3068,4003,28,452,1400,997,140,12369,3245,25341,22993780,0,0,458,525
455,340461476,1000,7520,485,4045,2990,10200,10238,248436,312920,156460,2567,153,0,0,958,0,734,255,0,0,0,26932.8,0.0877078,153,153,0,2990,4045,30,455,1390,1024,153,12343,3448,25382,23561215,0,0,470,542
456,340461476,1000,7508,491,4014,3003,10183,10277,248781,308480,154240,2494,146,0,0,967,0,702,277,0,0,0,26587.8,0.0860691,146,146,0,3003,4014,26,465,1341,1007,146,12326,3433,25415,23827661,0,0,473,543
457,340461476,1000,7419,500,3980,2939,10243,10314,248747,311640,155820,2507,138,0,0,893,0,722,260,0,0,0,26621.8,0.0861895,138,138,0,2939,3980,31,469,1364,1005,138,12171,3442,25025,24329210,0,0,476,563
458,340461476,1000,7500,506,3933,3061,10271,10211,248846,320160,160080,2532,154,0,0,1013,0,674,258,0,0,0,26522.8,0.0854247,154,154,0,3061,3933,31,475,1339,1039,154,12060,3415,24830,24400356,0,0,481,574
459,340461476,1000,7558,512,3898,3148,10279,10096,249201,304760,152380,2519,164,0,0,1033,0,730,245,0,0,0,26167.8,0.0828422,164,164,0,3148,3898,33,479,1378,977,164,11984,3473,24645,24815928,0,0,508,580
460,340461476,1000,7638,514,3897,3227,10248,10108,248546,315440,157720,2599,144,0,0,1024,0,694,250,0,0,0,26822.8,0.0858635,144,144,0,3227,3897,32,482,1453,1002,144,11985,3493,24697,25047247,0,0,497,576
461,340461476,1000,7645,493,3893,3259,10191,10269,248449,310560,155280,2549,155,0,0,990,0,715,268,0,0,0,26919.8,0.0850328,155,155,0,3259,3893,31,462,1395,999,155,11940,3199,24581,23382955,0,0,459,533
462,340461476,1000,7613,491,3904,3218,10199,10329,248734,320360,160180,2550,160,0,0,970,0,731,271,0,0,0,26634.8,0.0866813,160,160,0,3218,3904,35,456,1429,961,160,11961,3120,24530,23659343,0,0,460,528
463,340461476,1000,7628,498,3891,3239,10166,10273,248622,330080,165040,2616,138,0,0,972,0,700,257,0,0,0,26746.8,0.0831401,138,138,0,3239,3891,36,462,1471,1007,138,11981,3075,24478,24144302,0,0,459,536
464,340461476,1000,7663,505,3918,3240,10213,10294,248627,316880,158440,2530,145,0,0,1009,0,723,251,0,0,0,26741.8,0.0810311,145,145,0,3240,3918,33,472,1412,973,145,11965,3121,24457,24163974,0,0,472,545
465,340461476,1000,7624,505,3873,3246,10270,10166,248718,312360,156180,2551,142,0,0,1018,0,788,269,0,0,0,26650.8,0.0843908,142,142,0,3246,3873,26,479,1436,973,142,11813,3171,24326,24517973,0,0,500,545
466,340461476,1000,7557,499,3885,3173,10302,10117,248778,328680,164340,2646,162,0,0,967,0,750,284,0,0,0,26590.8,0.0853206,162,162,0,3173,3885,31,468,1465,1019,162,11874,3268,24222,24741780,0,0,496,545
467,340461476,1000,7560,509,3868,3183,10302,10169,249027,309720,154860,2520,146,0,0,961,0,706,252,0,0,0,26341.8,0.0809016,146,146,0,3183,3868,28,481,1388,986,146,11935,3288,24300,24826039,0,0,481,563
468,340461476,1000,7547,520,3841,3186,10311,10220,248365,308080,154040,2472,136,0,0,978,0,708,283,0,0,0,27003.8,0.0850502,136,136,0,3186,3841,24,496,1429,907,136,11794,3309,23969,25189789,0,0,478,574
469,340461476,1000,7500,496,3863,3141,10318,10182,248887,328920,164460,2591,165,0,0,965,0,734,278,0,0,0,26481.8,0.0876517,165,165,0,3141,3863,21,475,1418,1008,165,11639,3213,23826,23686166,0,0,460,558
470,340461476,1000,7414,507,3818,3089,10334,10317,248731,312440,156220,2522,161,0,0,916,0,735,267,0,0,0,26637.8,0.0805112,161,161,0,3089,3818,22,485,1392,969,161,11496,3548,23603,24766442,0,0,486,576
471,340461476,1000,7466,523,3794,3149,10281,10396,248650,307040,153520,2418,144,0,0,987,0,697,238,0,0,0,26718.8,0.0852572,144,144,0,3149,3794,32,491,1334,940,144,11379,3681,23636,25704392,0,0,482,595
472,340461476,1000,7491,510,3849,3132,10403,10370,248500,326960,163480,2584,154,0,0,989,0,682,282,0,0,0,26868.8,0.0870204,154,154,0,3132,3849,39,471,1413,1017,154,11397,3718,23811,25933127,0,0,477,588
473,340461476,1000,7531,508,3885,3138,10351,10341,249000,316000,158000,2555,175,0,0,995,0,699,256,0,0,0,26368.8,0.0821775,175,175,0,3138,3885,37,471,1414,966,175,11330,3598,23823,25173921,0,0,483,580
474,340461476,1000,7522,495,3886,3141,10315,10230,248590,305920,152960,2505,120,0,0,974,0,723,260,0,0,0,26778.8,0.0834454,120,120,0,3141,3886,35,460,1429,956,120,11262,3527,23438,24823036,0,0,462,577
475,340461476,1000,7491,486,3837,3168,10359,10102,248654,313240,156620,2520,151,0,0,1002,0,747,286,0,0,0,26714.8,0.0875351,151,151,0,3168,3837,31,455,1381,988,151,11097,3421,23257,23944825,0,0,446,563
476,340461476,1000,7547,498,3813,3236,10356,10073,248404,319240,159620,2588,163,0,0,1006,0,700,250,0,0,0,26964.8,0.0852852,163,163,0,3236,3813,39,459,1429,996,163,10987,3407,23278,24307631,0,0,440,586
477,340461476,1000,7505,486,3835,3184,10357,10180,248765,306720,153360,2526,133,0,0,979,0,755,266,0,0,0,26603.8,0.0844655,133,133,0,3184,3835,37,449,1438,955,133,10943,3240,23315,23208680,0,0,410,569
478,340461476,1000,7518,470,3842,3206,10357,10256,248812,315720,157860,2564,165,0,0,957,0,689,255,0,0,0,26556.8,0.0867363,165,165,0,3206,3842,33,437,1418,981,165,10785,3238,23155,23013219,0,0,399,543
479,340461476,1000,7556,453,3819,3284,10344,10274,248586,314720,157360,2514,145,0,0,1003,0,713,252,0,0,0,26782.8,0.0841149,145,145,0,3284,3819,34,419,1407,962,145,10601,3214,22770,22294107,0,0,392,539
480,340461476,1000,7549,453,3787,3309,10372,10317,248527,311200,155600,2530,132,0,0,980,0,726,261,0,0,0,26841.8,0.0851002,132,132,0,3309,3787,39,414,1430,968,132,10478,3111,22497,22218423,0,0,374,526
481,340461476,1000,7605,452,3738,3415,10391,10250,248532,317840,158920,2548,147,0,0,1054,0,731,267,0,0,0,26836.8,0.0862524,147,147,0,3415,3738,35,417,1432,969,147,10288,3136,22259,22247351,0,0,378,524
482,340461476,1000,7630,464,3731,3435,10434,10058,249108,309320,154660,2575,130,0,0,1053,0,750,278,0,0,0,26260.8,0.0844348,130,130,0,3435,3731,33,431,1503,942,130,10189,3191,22067,22442825,0,0,378,527
